,Humidity9am,Temp9am,RainToday,RainTomorrow
64566,35.0,29.5,0,0
64567,41.0,28.9,0,1
64568,65.0,16.4,1,0
64569,50.0,16.8,0,0
64570,64.0,17.5,0,0
64571,56.0,22.3,0,0
64572,52.0,16.3,0,0
64573,64.0,13.3,0,1
64574,57.0,13.4,1,0
64575,66.0,17.3,0,0
64576,75.0,17.2,0,0
64577,24.0,28.0,0,0
64578,56.0,17.6,0,0
64579,63.0,14.7,0,0
64580,63.0,16.0,0,0
64581,61.0,16.5,0,0
64582,61.0,16.1,0,0
64583,75.0,16.2,0,0
64584,71.0,17.1,0,0
64585,67.0,16.8,0,0
64586,40.0,27.3,0,1
64587,67.0,16.6,1,0
64588,59.0,22.9,0,0
64589,35.0,25.8,0,0
64590,35.0,27.8,0,1
64591,97.0,16.1,1,0
64592,60.0,17.2,0,0
64593,76.0,17.5,0,0
64602,72.0,17.6,0,0
64603,86.0,17.0,0,0
64604,64.0,18.1,0,0
64605,45.0,22.0,0,0
64606,38.0,24.3,0,0
64607,67.0,21.0,0,0
64608,86.0,17.9,0,0
64609,59.0,14.5,0,0
64610,69.0,15.1,0,0
64611,71.0,15.7,0,0
64612,44.0,22.6,0,0
64613,74.0,21.6,0,0
64614,59.0,15.0,0,0
64615,45.0,15.3,0,0
64616,63.0,15.5,0,0
64617,72.0,16.7,0,0
64618,48.0,21.7,0,0
64619,55.0,22.6,0,0
64620,75.0,21.3,0,1
64621,94.0,17.1,1,1
64622,82.0,17.1,1,1
64623,62.0,16.5,1,0
64624,65.0,12.8,0,0
64625,72.0,14.6,0,0
64626,79.0,14.5,0,0
64627,76.0,15.3,0,0
64628,63.0,17.9,0,0
64629,48.0,20.2,0,0
64630,41.0,21.8,0,0
64631,37.0,23.3,0,0
64632,47.0,23.5,0,0
64633,51.0,21.5,0,0
64634,68.0,18.4,0,0
64635,57.0,17.3,0,0
64636,63.0,13.4,0,0
64637,66.0,14.3,0,0
64638,81.0,16.1,0,0
64639,85.0,14.3,0,0
64640,44.0,20.5,0,0
64641,80.0,16.5,0,0
64642,52.0,21.7,0,1
64643,86.0,18.7,1,0
64644,78.0,13.8,0,0
64645,89.0,12.1,0,0
64646,82.0,15.7,0,0
64647,79.0,16.3,0,0
64648,79.0,13.2,0,0
64649,71.0,15.8,0,0
64650,47.0,20.4,0,0
64651,47.0,20.3,0,1
64652,83.0,19.1,1,0
64653,72.0,17.9,0,0
64654,89.0,14.8,0,0
64655,85.0,16.3,0,1
64656,57.0,14.0,1,0
64657,66.0,13.9,0,0
64658,62.0,13.6,0,0
64659,74.0,13.0,0,0
64660,73.0,14.6,0,0
64661,75.0,15.4,0,0
64662,51.0,19.9,0,0
64663,51.0,19.5,0,0
64664,54.0,20.4,0,0
64665,52.0,22.4,0,0
64666,96.0,16.6,0,0
64667,55.0,22.1,0,0
64668,44.0,23.0,0,0
64669,77.0,19.6,0,0
64670,74.0,13.4,0,0
64671,77.0,10.6,0,0
64672,64.0,13.5,0,1
64673,65.0,12.6,1,1
64674,77.0,13.7,1,0
64675,79.0,13.0,0,0
64676,80.0,13.3,0,0
64677,59.0,15.6,0,0
64678,80.0,11.0,0,0
64679,53.0,18.0,0,1
64680,68.0,11.0,1,1
64681,92.0,12.0,1,0
64682,78.0,12.8,0,1
64683,78.0,13.4,1,0
64684,71.0,14.8,0,0
64685,65.0,15.0,0,1
64686,77.0,9.5,1,0
64687,76.0,8.8,0,0
64688,95.0,10.2,0,1
64689,90.0,11.4,1,0
64690,91.0,11.7,0,0
64691,90.0,8.5,0,0
64692,89.0,8.7,0,0
64693,75.0,9.7,0,0
64694,68.0,9.6,0,0
64695,69.0,10.3,0,0
64696,94.0,10.8,0,0
64697,77.0,7.7,0,0
64698,72.0,6.9,0,0
64699,56.0,13.0,0,1
64700,91.0,12.1,1,1
64701,93.0,12.5,1,0
64702,84.0,12.9,0,0
64703,75.0,13.3,0,1
64704,96.0,11.9,1,0
64705,94.0,14.0,0,0
64706,79.0,13.1,0,0
64707,91.0,8.2,0,0
64708,86.0,10.8,0,0
64709,100.0,9.1,0,0
64710,93.0,9.2,0,0
64711,87.0,9.0,0,1
64712,91.0,8.0,1,1
64713,97.0,7.7,1,0
64714,78.0,8.3,0,1
64715,87.0,7.4,1,1
64716,77.0,8.5,1,0
64717,85.0,10.6,0,1
64718,87.0,7.4,1,0
64719,81.0,9.0,0,0
64720,70.0,8.8,0,0
64721,77.0,7.0,0,0
64722,84.0,9.9,0,0
64723,66.0,12.8,0,1
64724,81.0,7.2,1,0
64725,72.0,11.7,0,0
64726,82.0,12.2,0,1
64727,90.0,6.7,1,0
64728,89.0,5.0,0,0
64729,78.0,9.6,0,0
64730,69.0,12.5,0,1
64731,89.0,12.4,1,1
64732,81.0,6.5,1,0
64733,81.0,6.7,0,0
64734,74.0,5.6,0,0
64735,75.0,6.3,0,1
64736,90.0,6.7,1,0
64737,90.0,7.4,0,0
64738,79.0,8.9,0,0
64739,74.0,9.1,0,0
64740,86.0,7.9,0,0
64741,79.0,6.2,0,0
64742,74.0,6.4,0,0
64743,85.0,9.2,0,0
64744,88.0,9.0,0,0
64745,78.0,6.6,0,0
64746,63.0,12.1,0,0
64747,72.0,11.6,0,0
64748,89.0,9.1,0,0
64749,67.0,10.7,0,1
64750,69.0,8.8,1,1
64751,82.0,7.0,1,0
64752,69.0,9.9,0,0
64753,74.0,8.7,0,0
64754,76.0,8.7,0,1
64755,85.0,7.2,1,0
64756,70.0,7.3,0,1
64757,86.0,8.5,1,0
64758,93.0,9.0,0,1
64759,93.0,9.4,1,0
64760,85.0,9.3,0,0
64761,86.0,9.5,0,0
64762,85.0,8.5,0,0
64763,81.0,7.0,0,0
64764,99.0,4.7,0,1
64765,83.0,11.1,1,0
64766,86.0,11.8,0,0
64767,74.0,11.9,0,1
64768,86.0,7.4,1,1
64769,87.0,9.7,1,1
64770,84.0,8.7,1,0
64771,77.0,10.0,0,1
64772,78.0,8.3,1,1
64773,88.0,7.1,1,0
64774,86.0,5.9,0,0
64775,72.0,7.9,0,0
64776,63.0,9.0,0,1
64777,95.0,6.4,1,1
64778,88.0,9.0,1,1
64779,93.0,8.4,1,1
64780,90.0,9.4,1,0
64781,73.0,10.8,0,0
64782,82.0,10.5,0,1
64783,67.0,7.9,1,0
64784,72.0,7.5,0,0
64785,69.0,8.4,0,0
64786,62.0,12.3,0,1
64787,61.0,8.1,1,0
64788,68.0,9.3,0,0
64789,77.0,9.1,0,0
64790,68.0,9.6,0,0
64791,61.0,10.2,0,1
64792,74.0,6.7,1,0
64793,70.0,8.1,0,1
64794,69.0,8.8,1,1
64795,84.0,9.5,1,0
64796,87.0,9.5,0,0
64797,67.0,10.5,0,0
64798,68.0,10.6,0,1
64799,95.0,11.0,1,1
64800,77.0,10.0,1,0
64801,80.0,8.6,0,1
64802,86.0,16.4,1,1
64803,68.0,11.8,1,0
64804,61.0,10.3,0,1
64805,84.0,9.3,1,0
64806,67.0,10.2,0,0
64807,77.0,11.5,0,1
64808,58.0,12.4,1,1
64809,63.0,11.7,1,0
64810,70.0,11.4,0,0
64811,62.0,12.9,0,0
64812,54.0,10.1,0,0
64813,61.0,11.6,0,1
64814,64.0,10.2,1,0
64815,66.0,10.1,0,0
64816,76.0,10.4,0,1
64817,76.0,10.6,1,0
64818,85.0,11.3,0,0
64819,95.0,10.7,0,0
64820,71.0,12.0,0,0
64821,66.0,11.0,0,0
64822,70.0,9.4,0,0
64823,64.0,13.4,0,0
64824,76.0,11.9,0,0
64825,59.0,14.4,0,1
64826,53.0,10.9,1,0
64827,63.0,8.9,0,0
64828,60.0,10.3,0,0
64829,59.0,12.3,0,0
64830,71.0,11.6,0,0
64831,71.0,15.1,0,0
64832,66.0,15.9,0,0
64833,77.0,12.7,0,0
64834,71.0,18.7,0,1
64835,64.0,9.0,1,0
64836,80.0,11.3,0,0
64837,82.0,10.8,0,0
64838,85.0,11.0,0,0
64839,46.0,16.2,0,0
64840,66.0,17.4,0,1
64841,99.0,13.0,1,1
64842,88.0,11.6,1,1
64843,99.0,10.6,1,1
64844,76.0,7.5,1,0
64845,74.0,11.2,0,0
64846,68.0,11.1,0,0
64847,78.0,8.8,0,0
64848,70.0,10.8,0,0
64849,56.0,14.5,0,0
64850,59.0,19.4,0,1
64851,92.0,11.5,1,0
64852,55.0,11.4,0,0
64853,66.0,11.3,0,0
64854,52.0,16.9,0,1
64855,77.0,12.5,1,0
64856,71.0,11.4,0,0
64857,60.0,18.3,0,0
64858,84.0,19.3,0,1
64859,94.0,11.1,1,1
64860,66.0,10.4,1,0
64861,84.0,12.4,0,1
64862,67.0,11.4,1,1
64863,86.0,8.7,1,0
64864,77.0,11.4,0,0
64865,60.0,16.0,0,0
64866,62.0,16.4,0,0
64867,63.0,15.4,0,0
64868,59.0,17.4,0,0
64869,62.0,21.5,0,0
64870,84.0,15.1,0,0
64871,55.0,22.9,0,1
64872,97.0,13.9,1,1
64873,83.0,15.2,1,0
64874,77.0,12.8,0,0
64875,70.0,12.4,0,0
64876,57.0,14.8,0,0
64877,64.0,16.3,0,0
64878,50.0,12.9,0,0
64879,76.0,13.7,0,0
64880,81.0,14.1,0,0
64881,55.0,22.6,0,0
64882,43.0,23.6,0,0
64883,59.0,23.9,0,1
64884,90.0,19.1,1,1
64885,97.0,16.3,1,1
64886,83.0,20.2,1,1
64887,88.0,12.6,1,0
64888,77.0,14.8,0,0
64889,75.0,15.0,0,0
64890,91.0,16.9,0,1
64891,91.0,18.2,1,1
64892,66.0,22.3,1,0
64893,69.0,22.8,0,0
64894,98.0,16.9,0,0
64895,80.0,19.9,0,0
64896,59.0,23.9,0,1
64897,86.0,21.2,1,1
64898,68.0,18.2,1,0
64899,50.0,13.9,0,0
64900,63.0,15.5,0,1
64901,55.0,14.9,1,0
64902,56.0,15.0,0,0
64903,66.0,16.8,0,0
64904,66.0,21.3,0,0
64905,59.0,14.8,0,0
64906,53.0,17.0,0,1
64907,86.0,10.4,1,0
64908,57.0,15.6,0,1
64909,62.0,13.0,1,1
64910,65.0,14.0,1,0
64911,63.0,13.8,0,0
64912,63.0,14.7,0,0
64913,61.0,14.1,0,0
64914,80.0,17.4,0,0
64915,67.0,16.2,0,0
64916,66.0,12.8,0,0
64917,56.0,13.3,0,0
64918,34.0,22.8,0,0
64919,66.0,17.0,0,0
64920,38.0,25.9,0,0
64921,72.0,16.7,0,0
64922,72.0,15.3,0,0
64923,50.0,14.2,0,0
64924,61.0,15.1,0,0
64925,70.0,16.5,0,0
64926,79.0,17.3,0,0
64927,50.0,24.7,0,0
64928,53.0,25.9,0,1
64929,80.0,17.4,1,0
64930,92.0,18.8,0,1
64931,91.0,22.1,1,1
64932,90.0,22.4,1,1
64933,86.0,24.6,1,1
64934,95.0,18.6,1,1
64935,85.0,20.1,1,0
64936,84.0,19.5,0,0
64937,61.0,16.7,0,0
64938,72.0,14.8,0,0
64939,68.0,14.9,0,0
64940,80.0,15.6,0,0
64941,56.0,23.4,0,0
64942,85.0,16.5,0,0
64943,86.0,19.7,0,1
64944,90.0,15.8,1,0
64945,59.0,17.5,0,1
64946,98.0,15.6,1,0
64947,77.0,17.7,0,0
64948,74.0,15.0,0,0
64949,75.0,15.2,0,0
64950,35.0,27.2,0,0
64951,80.0,21.2,0,0
64952,33.0,31.5,0,0
64953,68.0,18.7,0,0
64954,95.0,17.1,0,1
64955,87.0,23.7,1,1
64956,97.0,17.1,1,1
64957,66.0,13.6,1,0
64958,69.0,13.4,0,0
64959,63.0,16.1,0,0
64960,76.0,14.6,0,0
64961,61.0,22.3,0,1
64962,93.0,21.2,1,1
64963,73.0,14.4,1,0
64964,75.0,12.3,0,0
64965,78.0,16.1,0,0
64966,69.0,21.1,0,0
64967,67.0,23.0,0,0
64968,81.0,20.8,0,0
64969,82.0,19.9,0,1
64970,67.0,24.8,1,0
64971,66.0,18.7,0,0
64972,66.0,13.7,0,0
64973,62.0,14.3,0,0
64974,72.0,15.2,0,0
64975,83.0,13.9,0,0
64976,78.0,16.6,0,0
64977,79.0,17.6,0,1
64978,99.0,17.3,1,0
64979,79.0,15.6,0,1
64980,74.0,14.3,1,0
64981,69.0,11.9,0,0
64982,63.0,15.5,0,0
64983,67.0,13.4,0,0
64984,49.0,13.1,0,0
64985,60.0,16.9,0,0
64986,52.0,18.3,0,0
64987,59.0,18.9,0,0
64988,85.0,18.9,0,1
64989,99.0,14.7,1,0
64990,89.0,16.4,0,0
64991,82.0,20.6,0,0
64992,76.0,23.2,0,1
64993,65.0,15.7,1,0
64994,87.0,14.1,0,0
64995,70.0,14.0,0,0
64996,61.0,13.8,0,0
64997,63.0,13.5,0,0
64998,77.0,13.3,0,0
64999,85.0,16.5,0,0
65000,83.0,18.7,0,0
65001,88.0,19.0,0,0
65002,77.0,15.9,0,1
65003,88.0,15.1,1,1
65004,83.0,13.5,1,0
65005,62.0,14.0,0,0
65006,91.0,13.5,0,0
65007,80.0,14.0,0,0
65008,81.0,14.9,0,0
65009,90.0,15.2,0,0
65010,72.0,11.4,0,0
65011,78.0,13.7,0,1
65012,96.0,13.2,1,0
65013,90.0,10.7,0,0
65014,83.0,11.4,0,1
65015,62.0,11.4,1,0
65016,65.0,11.3,0,0
65017,78.0,9.3,0,0
65018,87.0,10.1,0,1
65019,87.0,10.1,1,0
65020,80.0,7.8,0,0
65021,68.0,8.4,0,0
65022,95.0,8.5,0,1
65023,81.0,12.3,1,1
65024,81.0,8.2,1,0
65025,78.0,10.3,0,0
65026,64.0,11.3,0,0
65027,79.0,11.3,0,0
65028,78.0,9.8,0,0
65029,66.0,12.0,0,0
65030,56.0,12.9,0,0
65031,45.0,15.1,0,0
65032,66.0,16.5,0,1
65033,92.0,13.3,1,1
65034,97.0,9.2,1,1
65035,93.0,7.7,1,0
65036,75.0,10.1,0,1
65037,83.0,10.6,1,0
65038,86.0,10.5,0,0
65039,95.0,9.9,0,0
65040,97.0,7.8,0,0
65041,90.0,7.6,0,0
65042,67.0,8.2,0,0
65043,70.0,12.8,0,0
65044,79.0,11.1,0,0
65045,74.0,10.5,0,0
65046,65.0,8.4,0,1
65047,73.0,7.2,1,0
65048,72.0,7.7,0,1
65049,74.0,6.0,1,1
65050,95.0,8.8,1,0
65051,81.0,10.4,0,0
65052,81.0,9.1,0,0
65053,99.0,7.7,0,0
65054,94.0,7.9,0,0
65055,96.0,7.7,0,0
65056,88.0,8.0,0,0
65057,74.0,8.2,0,0
65058,75.0,10.4,0,0
65059,82.0,11.9,0,0
65060,80.0,11.3,0,0
65061,74.0,11.4,0,1
65062,66.0,8.2,1,0
65063,72.0,8.7,0,0
65064,85.0,11.0,0,0
65065,81.0,11.8,0,0
65066,90.0,11.4,0,0
65067,78.0,9.2,0,0
65068,75.0,9.7,0,0
65069,93.0,9.4,0,0
65070,82.0,7.3,0,0
65071,58.0,12.2,0,0
65072,64.0,10.9,0,0
65073,75.0,8.3,0,0
65074,73.0,10.5,0,0
65075,65.0,11.4,0,0
65076,59.0,10.1,0,0
65077,71.0,10.3,0,1
65078,75.0,5.5,1,0
65079,67.0,8.1,0,0
65080,68.0,8.8,0,0
65081,56.0,10.5,0,1
65082,76.0,8.3,1,0
65083,66.0,10.1,0,0
65084,84.0,10.0,0,1
65085,97.0,7.4,1,0
65086,94.0,6.6,0,0
65087,84.0,4.2,0,0
65088,87.0,10.0,0,1
65089,83.0,7.9,1,0
65090,95.0,10.8,0,1
65091,83.0,10.3,1,0
65092,87.0,9.1,0,0
65093,94.0,8.2,0,0
65094,99.0,4.6,0,1
65095,92.0,8.5,1,1
65096,96.0,9.2,1,1
65097,88.0,8.5,1,0
65098,78.0,5.3,0,0
65099,67.0,8.5,0,0
65100,59.0,9.2,0,0
65101,49.0,10.8,0,0
65102,70.0,11.7,0,0
65103,70.0,12.7,0,0
65104,58.0,13.9,0,0
65105,58.0,15.0,0,0
65106,39.0,17.9,0,0
65107,56.0,12.7,0,0
65108,89.0,11.0,0,1
65109,78.0,9.3,1,0
65110,81.0,8.5,0,0
65111,83.0,8.7,0,1
65112,93.0,8.3,1,1
65113,80.0,11.1,1,0
65114,91.0,6.3,0,0
65115,85.0,6.5,0,0
65116,76.0,10.2,0,0
65117,76.0,11.2,0,1
65118,70.0,13.1,1,0
65119,72.0,13.5,0,1
65120,82.0,9.9,1,0
65121,95.0,12.2,0,0
65122,100.0,8.9,0,0
65123,71.0,10.5,0,0
65124,72.0,10.5,0,0
65125,62.0,12.6,0,0
65126,71.0,12.2,0,0
65127,69.0,11.8,0,0
65128,65.0,9.6,0,0
65129,55.0,11.0,0,0
65130,62.0,11.5,0,0
65131,75.0,11.4,0,0
65132,66.0,9.1,0,0
65133,73.0,11.3,0,0
65134,92.0,9.8,0,0
65135,77.0,10.6,0,0
65136,50.0,13.6,0,0
65137,54.0,16.8,0,0
65138,65.0,13.5,0,0
65139,45.0,16.3,0,0
65140,55.0,10.7,0,0
65141,66.0,9.6,0,1
65142,93.0,6.9,1,1
65143,72.0,10.4,1,1
65144,89.0,9.0,1,0
65145,57.0,9.4,0,0
65146,59.0,12.1,0,0
65147,52.0,14.6,0,0
65148,68.0,11.7,0,0
65149,49.0,13.6,0,0
65150,64.0,15.5,0,0
65151,81.0,13.1,0,0
65152,41.0,18.8,0,1
65153,78.0,10.4,1,0
65154,65.0,13.2,0,0
65155,58.0,16.1,0,0
65156,52.0,11.5,0,0
65157,52.0,11.4,0,0
65158,62.0,11.8,0,0
65159,42.0,14.8,0,0
65160,49.0,15.4,0,0
65161,42.0,19.8,0,1
65162,89.0,11.2,1,1
65163,59.0,12.5,1,1
65164,93.0,9.3,1,1
65165,77.0,10.8,1,0
65166,82.0,8.0,0,0
65167,71.0,11.8,0,0
65168,63.0,13.5,0,0
65169,87.0,13.4,0,0
65170,95.0,12.2,0,1
65171,89.0,13.1,1,1
65172,79.0,12.7,1,0
65173,65.0,10.0,0,1
65174,72.0,11.2,1,0
65175,71.0,10.5,0,0
65176,78.0,11.3,0,0
65177,63.0,16.9,0,0
65178,67.0,17.3,0,1
65179,60.0,11.6,1,0
65180,58.0,11.5,0,0
65181,60.0,15.5,0,0
65182,39.0,19.9,0,0
65183,39.0,20.8,0,1
65184,96.0,14.3,1,1
65185,94.0,12.6,1,1
65186,88.0,14.7,1,0
65187,89.0,17.9,0,1
65188,80.0,11.8,1,0
65189,65.0,12.8,0,0
65190,55.0,15.2,0,0
65191,62.0,18.6,0,1
65192,86.0,15.7,1,0
65193,85.0,11.1,0,1
65194,75.0,10.9,1,0
65195,75.0,12.7,0,0
65196,79.0,13.9,0,1
65197,65.0,12.5,1,0
65198,75.0,13.2,0,0
65199,51.0,19.9,0,0
65200,44.0,24.0,0,0
65201,81.0,15.7,0,1
65202,93.0,17.9,1,0
65203,72.0,21.3,0,1
65204,65.0,15.4,1,0
65205,65.0,15.0,0,0
65206,68.0,17.0,0,0
65207,53.0,19.7,0,0
65208,50.0,18.7,0,0
65209,60.0,17.7,0,1
65210,66.0,15.5,1,0
65211,69.0,14.2,0,0
65212,55.0,24.2,0,1
65213,91.0,18.8,1,1
65214,69.0,14.1,1,0
65215,58.0,14.1,0,0
65216,62.0,15.9,0,0
65217,58.0,14.3,0,0
65218,69.0,14.4,0,0
65219,70.0,17.8,0,1
65220,97.0,15.5,1,1
65221,84.0,14.1,1,0
65222,87.0,17.1,0,0
65223,42.0,25.4,0,0
65224,80.0,14.7,0,0
65225,57.0,14.0,0,0
65226,56.0,13.6,0,0
65227,69.0,14.7,0,0
65228,61.0,12.2,0,0
65229,61.0,12.1,0,0
65230,63.0,15.1,0,0
65231,49.0,19.3,0,0
65232,41.0,22.6,0,0
65233,52.0,22.7,0,0
65234,48.0,24.8,0,1
65235,92.0,13.4,1,0
65236,55.0,14.2,0,0
65237,52.0,15.2,0,0
65238,57.0,13.5,0,0
65239,64.0,16.0,0,0
65240,81.0,16.1,0,0
65241,59.0,22.3,0,0
65242,49.0,23.3,0,1
65243,70.0,18.5,1,0
65244,76.0,15.7,0,0
65245,80.0,14.6,0,0
65246,78.0,16.3,0,0
65247,56.0,22.5,0,0
65248,81.0,19.1,0,1
65249,67.0,22.2,1,1
65250,79.0,17.1,1,0
65251,58.0,16.6,0,0
65252,61.0,15.8,0,0
65253,68.0,16.4,0,0
65254,78.0,16.8,0,0
65255,46.0,23.6,0,0
65256,60.0,22.6,0,0
65257,29.0,29.1,0,0
65258,44.0,26.8,0,0
65259,73.0,17.9,0,0
65260,57.0,14.9,0,0
65261,54.0,17.6,0,0
65262,44.0,21.5,0,1
65263,84.0,22.0,1,0
65264,46.0,17.3,0,0
65265,51.0,15.6,0,0
65266,66.0,13.7,0,0
65267,67.0,13.6,0,0
65268,65.0,14.6,0,0
65269,85.0,13.3,0,0
65270,63.0,16.0,0,0
65271,47.0,23.5,0,0
65272,43.0,25.1,0,0
65273,55.0,23.7,0,0
65274,61.0,18.7,0,0
65275,77.0,16.7,0,0
65276,83.0,18.6,0,0
65277,76.0,20.1,0,0
65278,37.0,24.4,0,0
65279,39.0,24.1,0,0
65280,78.0,19.5,0,0
65281,71.0,18.2,0,0
65282,71.0,19.9,0,0
65283,65.0,23.3,0,0
65284,72.0,23.1,0,1
65285,85.0,23.2,1,1
65286,83.0,13.9,1,0
65287,57.0,16.1,0,0
65288,76.0,15.7,0,0
65289,76.0,17.8,0,0
65290,45.0,23.5,0,0
65291,36.0,24.9,0,1
65292,52.0,14.4,1,0
65293,66.0,15.6,0,0
65294,65.0,14.4,0,0
65295,64.0,15.7,0,0
65296,77.0,18.3,0,1
65297,93.0,16.3,1,1
65298,79.0,17.0,1,0
65299,72.0,18.5,0,0
65300,81.0,17.8,0,0
65301,49.0,23.9,0,0
65302,40.0,25.5,0,1
65303,93.0,17.0,1,0
65304,87.0,17.3,0,0
65305,87.0,19.2,0,0
65306,77.0,19.8,0,0
65307,78.0,16.7,0,0
65308,81.0,16.1,0,0
65309,75.0,16.0,0,0
65310,80.0,17.4,0,0
65311,35.0,26.8,0,0
65312,48.0,25.8,0,1
65313,95.0,21.5,1,1
65314,99.0,16.9,1,0
65315,68.0,17.7,0,1
65316,94.0,16.1,1,1
65317,71.0,16.3,1,0
65318,89.0,14.8,0,1
65319,84.0,18.9,1,0
65320,71.0,16.2,0,0
65321,74.0,14.6,0,0
65322,72.0,14.4,0,0
65323,70.0,15.8,0,0
65324,89.0,16.3,0,0
65325,72.0,14.5,0,0
65326,69.0,14.1,0,0
65327,61.0,15.9,0,0
65328,76.0,16.8,0,0
65329,63.0,21.2,0,1
65330,86.0,20.2,1,1
65331,84.0,18.9,1,1
65332,80.0,13.9,1,0
65333,84.0,15.8,0,0
65334,80.0,16.4,0,0
65335,58.0,18.2,0,0
65336,76.0,15.5,0,1
65337,74.0,11.9,1,0
65338,64.0,11.4,0,0
65339,82.0,12.5,0,0
65340,73.0,12.7,0,0
65341,88.0,11.9,0,0
65342,88.0,14.0,0,0
65343,83.0,14.7,0,0
65344,64.0,16.9,0,0
65345,82.0,16.1,0,0
65346,59.0,18.2,0,0
65347,79.0,14.5,0,0
65348,76.0,15.5,0,0
65349,50.0,21.7,0,0
65350,63.0,17.7,0,0
65351,75.0,18.7,0,0
65352,63.0,22.6,0,1
65353,61.0,13.8,1,0
65354,60.0,14.0,0,0
65355,79.0,11.9,0,1
65356,92.0,9.2,1,0
65357,62.0,14.4,0,0
65358,75.0,13.1,0,0
65359,56.0,16.3,0,0
65360,50.0,17.0,0,0
65361,55.0,18.5,0,0
65362,89.0,15.5,0,0
65363,86.0,13.5,0,0
65364,82.0,14.8,0,0
65365,80.0,16.8,0,0
65366,91.0,16.6,0,0
65367,99.0,14.0,0,1
65368,81.0,17.0,1,0
65369,67.0,15.7,0,1
65370,90.0,8.6,1,1
65371,94.0,10.6,1,1
65372,78.0,13.4,1,0
65373,84.0,13.6,0,0
65374,72.0,14.0,0,0
65375,76.0,10.9,0,0
65376,75.0,8.7,0,0
65377,66.0,14.1,0,1
65378,95.0,10.4,1,1
65379,74.0,10.6,1,1
65380,66.0,12.5,1,0
65381,72.0,11.3,0,0
65382,79.0,11.2,0,0
65383,75.0,10.4,0,0
65384,60.0,13.7,0,0
65385,48.0,16.1,0,0
65386,68.0,13.3,0,0
65387,70.0,12.3,0,0
65388,69.0,10.4,0,0
65389,77.0,10.4,0,1
65390,95.0,9.7,1,1
65391,85.0,11.3,1,0
65392,94.0,11.2,0,0
65393,64.0,11.5,0,0
65394,65.0,11.4,0,1
65395,97.0,10.4,1,0
65396,77.0,9.2,0,0
65397,76.0,8.1,0,0
65398,66.0,9.9,0,0
65399,61.0,11.6,0,0
65400,61.0,9.9,0,1
65401,89.0,8.2,1,1
65402,82.0,11.0,1,0
65403,78.0,10.5,0,0
65404,78.0,10.6,0,0
65405,74.0,10.7,0,0
65406,92.0,11.0,0,0
65407,86.0,8.3,0,0
65408,79.0,9.0,0,0
65409,77.0,8.0,0,1
65410,95.0,8.2,1,1
65411,96.0,11.5,1,1
65412,62.0,10.7,1,0
65413,87.0,8.3,0,0
65414,89.0,9.4,0,0
65415,77.0,9.7,0,1
65416,97.0,9.4,1,1
65417,93.0,8.3,1,0
65418,89.0,5.6,0,0
65419,72.0,6.7,0,0
65420,68.0,10.2,0,0
65421,73.0,11.1,0,0
65422,77.0,10.3,0,0
65423,75.0,9.0,0,0
65424,78.0,11.5,0,0
65425,84.0,10.2,0,0
65426,71.0,7.7,0,0
65427,71.0,6.0,0,1
65428,93.0,8.6,1,1
65429,93.0,8.3,1,1
65430,77.0,6.8,1,0
65431,72.0,10.6,0,0
65432,80.0,11.3,0,0
65433,56.0,7.7,0,0
65434,76.0,5.2,0,0
65435,75.0,9.4,0,0
65436,76.0,11.0,0,1
65437,82.0,7.8,1,0
65438,85.0,6.0,0,1
65439,82.0,8.0,1,0
65440,96.0,9.1,0,0
65441,85.0,8.2,0,0
65442,91.0,7.3,0,0
65443,90.0,7.5,0,0
65444,80.0,5.9,0,0
65445,77.0,5.9,0,0
65446,79.0,10.0,0,0
65447,83.0,10.0,0,1
65448,77.0,11.9,1,0
65449,85.0,10.6,0,1
65450,93.0,9.3,1,0
65451,74.0,10.2,0,0
65452,67.0,8.0,0,0
65453,86.0,10.7,0,0
65454,67.0,12.0,0,1
65455,80.0,8.9,1,0
65456,76.0,6.4,0,0
65457,79.0,9.8,0,0
65458,86.0,9.9,0,0
65459,91.0,10.5,0,0
65460,76.0,7.3,0,0
65461,73.0,9.2,0,0
65462,71.0,10.2,0,1
65463,81.0,9.0,1,1
65464,96.0,9.3,1,1
65465,82.0,10.2,1,1
65466,86.0,7.6,1,1
65467,87.0,7.7,1,0
65468,87.0,8.2,0,0
65469,91.0,7.0,0,0
65470,78.0,7.4,0,0
65471,69.0,8.7,0,0
65472,84.0,9.8,0,0
65473,78.0,10.3,0,1
65474,68.0,7.8,1,0
65475,74.0,8.6,0,0
65476,65.0,8.2,0,1
65477,70.0,8.5,1,1
65478,93.0,8.7,1,1
65479,97.0,9.4,1,0
65480,93.0,10.1,0,0
65481,82.0,8.2,0,0
65482,68.0,9.6,0,1
65483,79.0,8.2,1,0
65484,79.0,8.3,0,1
65485,77.0,8.5,1,1
65486,95.0,8.5,1,1
65487,65.0,9.1,1,0
65488,84.0,8.7,0,0
65489,61.0,9.8,0,0
65490,69.0,11.4,0,0
65491,51.0,14.2,0,0
65492,62.0,9.7,0,0
65493,62.0,9.5,0,1
65494,59.0,10.5,1,0
65495,67.0,8.5,0,0
65496,63.0,10.0,0,0
65497,65.0,11.1,0,1
65498,61.0,8.3,1,1
65499,96.0,8.0,1,0
65500,67.0,9.3,0,0
65501,61.0,11.1,0,0
65502,55.0,12.6,0,0
65503,40.0,15.0,0,0
65504,29.0,16.3,0,0
